x: 11011100 220  y: 11011100 250
x: 00001000 8  y: 00001000 127
x: 11010101 213  y: 11010101 21
x: 01110011 115  y: 01110011 202
x: 01000100 68  y: 01000100 243
x: 01100010 98  y: 01100010 108
x: 11010110 214  y: 11010110 22
x: 00000111 7  y: 00000111 157
x: 11100001 225  y: 11100001 233
x: 00011100 28  y: 00011100 65
x: 01100011 99  y: 01100011 97
x: 10101010 170  y: 10101010 56
x: 10010100 148  y: 10010100 135
x: 01101101 109  y: 01101101 249
x: 11101001 233  y: 11101001 17
x: 01101100 108  y: 01101100 101
x: 01010010 82  y: 01010010 255
x: 00001001 9  y: 00001001 31
x: 11011010 218  y: 11011010 167
x: 01001000 72  y: 01001000 77
x: 00111100 60  y: 00111100 96
x: 10001111 143  y: 10001111 149
x: 01001011 75  y: 01001011 70
x: 01000101 69  y: 01000101 124
x: 10111100 188  y: 10111100 211
x: 00010011 19  y: 00010011 207
x: 10011000 152  y: 10011000 179
x: 11010110 214  y: 11010110 117
x: 10010011 147  y: 10010011 156
x: 11011101 221  y: 11011101 10
x: 00110100 52  y: 00110100 250
x: 01110100 116  y: 01110100 213
x: 00001110 14  y: 00001110 179
x: 11000000 192  y: 11000000 42
x: 11000011 195  y: 11000011 152
x: 01000111 71  y: 01000111 60
x: 11100100 228  y: 11100100 182
x: 01101110 110  y: 01101110 149
x: 10000011 131  y: 10000011 3
x: 10001111 143  y: 10001111 222
x: 11110010 242  y: 11110010 163
x: 11001011 203  y: 11001011 227
x: 10110101 181  y: 10110101 59
x: 00111110 62  y: 00111110 248
x: 01101100 108  y: 01101100 105
x: 01010110 86  y: 01010110 113
x: 10111101 189  y: 10111101 237
x: 01011111 95  y: 01011111 159
x: 10010110 150  y: 10010110 100
x: 01101100 108  y: 01101100 237
x: 01000010 66  y: 01000010 9
x: 10110001 177  y: 10110001 37
x: 01010111 87  y: 01010111 25
x: 00110011 51  y: 00110011 201
x: 10101100 172  y: 10101100 74
x: 00110000 48  y: 00110000 35
x: 00010011 19  y: 00010011 132
x: 10111000 184  y: 10111000 12
x: 00001001 9  y: 00001001 18
x: 01111101 125  y: 01111101 63
x: 10111011 187  y: 10111011 11
x: 01100011 99  y: 01100011 235
x: 00100000 32  y: 00100000 190
x: 00011010 26  y: 00011010 75
x: 11111100 252  y: 11111100 164
x: 11110010 242  y: 11110010 89
x: 01011000 88  y: 01011000 107
x: 00001000 8  y: 00001000 214
x: 11010000 208  y: 11010000 94
x: 01100110 102  y: 01100110 148
x: 10110001 177  y: 10110001 112
x: 01010100 84  y: 01010100 37
x: 11010001 209  y: 11010001 33
x: 00000101 5  y: 00000101 168
x: 01110110 118  y: 01110110 109
x: 10001010 138  y: 10001010 151
x: 11011110 222  y: 11011110 73
x: 11111001 249  y: 11111001 79
x: 01010001 81  y: 01010001 108
x: 10000001 129  y: 10000001 91
x: 00000111 7  y: 00000111 43
x: 11100100 228  y: 11100100 228
x: 10111101 189  y: 10111101 213
x: 00100011 35  y: 00100011 63
x: 00000110 6  y: 00000110 216
x: 11101000 232  y: 11101000 201
x: 10001001 137  y: 10001001 12
x: 01100111 103  y: 01100111 30
x: 01001010 74  y: 01001010 164
x: 10100001 161  y: 10100001 162
x: 10000011 131  y: 10000011 71
x: 10110100 180  y: 10110100 248
x: 10111100 188  y: 10111100 202
x: 11011100 220  y: 11011100 97
x: 00010000 16  y: 00010000 205
x: 10010110 150  y: 10010110 82
x: 11001111 207  y: 11001111 63
x: 10100010 162  y: 10100010 148
x: 01101110 110  y: 01101110 167
x: 01111101 125  y: 01111101 14
x: 10101000 168  y: 10101000 12
x: 00001100 12  y: 00001100 232
x: 01110111 119  y: 01110111 50
x: 10111000 184  y: 10111000 90
x: 11110010 242  y: 11110010 173
x: 01010110 86  y: 01010110 166
x: 01011001 89  y: 01011001 253
x: 10101110 174  y: 10101110 57
x: 01100100 100  y: 01100100 171
x: 11110011 243  y: 11110011 80
x: 10010100 148  y: 10010100 239
x: 10000001 129  y: 10000001 223
x: 10011010 154  y: 10011010 226
x: 01110001 113  y: 01110001 45
x: 10000010 130  y: 10000010 23
x: 10011111 159  y: 10011111 173
x: 01101000 104  y: 01101000 61
x: 01001010 74  y: 01001010 89
x: 11000111 199  y: 11000111 124
x: 00000100 4  y: 00000100 5
x: 10111001 185  y: 10111001 65
x: 01101011 107  y: 01101011 223
x: 01010101 85  y: 01010101 109
x: 10101001 169  y: 10101001 242
x: 10110000 176  y: 10110000 234
x: 01010011 83  y: 01010011 101
x: 01001000 72  y: 01001000 151
x: 00101000 40  y: 00101000 81
x: 00101110 46  y: 00101110 6
x: 11111111 255  y: 11111111 216
x: 00101111 47  y: 00101111 207
x: 00111110 62  y: 00111110 122
x: 10001101 141  y: 10001101 196
x: 01011111 95  y: 01011111 172
x: 01011011 91  y: 01011011 210
x: 10101001 169  y: 10101001 221
x: 01100001 97  y: 01100001 225
x: 10010101 149  y: 10010101 33
x: 00010011 19  y: 00010011 130
x: 11011100 220  y: 11011100 133
x: 01011110 94  y: 01011110 111
x: 10111010 186  y: 10111010 196
x: 00111101 61  y: 00111101 127
x: 10010001 145  y: 10010001 206
x: 11110011 243  y: 11110011 50
x: 01100110 102  y: 01100110 249
x: 00100000 32  y: 00100000 175
x: 10111011 187  y: 10111011 112
x: 10110111 183  y: 10110111 157
x: 10010000 144  y: 10010000 191
x: 10111011 187  y: 10111011 22
x: 11010010 210  y: 11010010 100
x: 00100111 39  y: 00100111 125
x: 00000010 2  y: 00000010 77
x: 10011101 157  y: 10011101 163
x: 00110000 48  y: 00110000 83
x: 11100111 231  y: 11100111 21
x: 01011111 95  y: 01011111 250
x: 10011000 152  y: 10011000 160
x: 01010001 81  y: 01010001 52
x: 10100111 167  y: 10100111 76
x: 11001110 206  y: 11001110 189
x: 10001011 139  y: 10001011 216
x: 10001101 141  y: 10001101 143
x: 01101011 107  y: 01101011 253
x: 10111000 184  y: 10111000 138
x: 00111011 59  y: 00111011 108
x: 01011111 95  y: 01011111 183
x: 10011101 157  y: 10011101 25
x: 01100011 99  y: 01100011 122
x: 01010110 86  y: 01010110 108
x: 10000100 132  y: 10000100 220
x: 10100101 165  y: 10100101 3
x: 00101000 40  y: 00101000 182
x: 10111011 187  y: 10111011 30
x: 11101001 233  y: 11101001 186
x: 10010000 144  y: 10010000 196
x: 10001101 141  y: 10001101 190
x: 01100110 102  y: 01100110 200
x: 10101010 170  y: 10101010 157
x: 11111010 250  y: 11111010 72
x: 11010011 211  y: 11010011 188
x: 10110100 180  y: 10110100 172
x: 00100100 36  y: 00100100 75
x: 00111100 60  y: 00111100 49
x: 11101111 239  y: 11101111 99
x: 11100110 230  y: 11100110 20
x: 01110111 119  y: 01110111 150
x: 00111011 59  y: 00111011 113
x: 01101111 111  y: 01101111 230
x: 01111011 123  y: 01111011 147
x: 00000110 6  y: 00000110 130
x: 00110011 51  y: 00110011 221
x: 01111111 127  y: 01111111 183
x: 10011000 152  y: 10011000 78
x: 01011011 91  y: 01011011 123
x: 01010000 80  y: 01010000 168
x: 10011000 152  y: 10011000 157
x: 01111100 124  y: 01111100 182
x: 01111000 120  y: 01111000 41
x: 11100110 230  y: 11100110 181
x: 11111000 248  y: 11111000 42
x: 01111101 125  y: 01111101 212
x: 00011010 26  y: 00011010 40
x: 11011011 219  y: 11011011 137
x: 11001011 203  y: 11001011 104
x: 00011111 31  y: 00011111 246
x: 10001010 138  y: 10001010 219
x: 11110101 245  y: 11110101 78
x: 01010110 86  y: 01010110 19
x: 10011111 159  y: 10011111 149
x: 11100010 226  y: 11100010 253
x: 10000101 133  y: 10000101 101
x: 01100110 102  y: 01100110 144
x: 01101100 108  y: 01101100 217
x: 10111001 185  y: 10111001 177
x: 10001011 139  y: 10001011 50
x: 01111110 126  y: 01111110 81
x: 00001001 9  y: 00001001 245
x: 10011000 152  y: 10011000 162
x: 00011100 28  y: 00011100 153
x: 10001101 141  y: 10001101 233
x: 01110000 112  y: 01110000 108
x: 11000101 197  y: 11000101 166
x: 01001010 74  y: 01001010 215
x: 11100101 229  y: 11100101 203
x: 00101010 42  y: 00101010 39
x: 01110011 115  y: 01110011 205
x: 01000000 64  y: 01000000 116
x: 11000011 195  y: 11000011 67
x: 10001110 142  y: 10001110 134
x: 11001101 205  y: 11001101 158
x: 11000100 196  y: 11000100 111
x: 01100010 98  y: 01100010 47
x: 11111010 250  y: 11111010 250
x: 01001111 79  y: 01001111 142
x: 11100011 227  y: 11100011 150
x: 01110010 114  y: 01110010 139
x: 01111101 125  y: 01111101 115
x: 10100111 167  y: 10100111 170
x: 10111001 185  y: 10111001 234
x: 00111001 57  y: 00111001 205
x: 01100000 96  y: 01100000 137
x: 01100101 101  y: 01100101 197
x: 00100111 39  y: 00100111 91
x: 01000001 65  y: 01000001 96
x: 10111001 185  y: 10111001 149
x: 10010100 148  y: 10010100 13
x: 10010000 144  y: 10010000 16
x: 01111011 123  y: 01111011 134
x: 01001000 72  y: 01001000 9
x: 11010110 214  y: 11010110 52
x: 00110101 53  y: 00110101 232
x: 01011110 94  y: 01011110 161
x: 11101000 232  y: 11101000 43
x: 00011001 25  y: 00011001 108
x: 10100010 162  y: 10100010 89
x: 00011010 26  y: 00011010 178
x: 10011000 152  y: 10011000 216
x: 00001010 10  y: 00001010 215
x: 00010110 22  y: 00010110 20
x: 01101111 111  y: 01101111 12
x: 11010010 210  y: 11010010 149
x: 10110010 178  y: 10110010 19
x: 00010110 22  y: 00010110 33
x: 10111010 186  y: 10111010 143
x: 10011000 152  y: 10011000 169
x: 11001111 207  y: 11001111 0
x: 11100100 228  y: 11100100 14
x: 01111011 123  y: 01111011 118
x: 01100111 103  y: 01100111 142
x: 10111101 189  y: 10111101 169
x: 11001110 206  y: 11001110 10
x: 11111101 253  y: 11111101 255
x: 10001001 137  y: 10001001 41
x: 11101101 237  y: 11101101 223
x: 10101110 174  y: 10101110 38
x: 01001011 75  y: 01001011 20
x: 00101011 43  y: 00101011 102
x: 11111011 251  y: 11111011 139
x: 11110001 241  y: 11110001 222
x: 00000100 4  y: 00000100 230
x: 10010000 144  y: 10010000 180
x: 10001101 141  y: 10001101 73
x: 11110110 246  y: 11110110 15
x: 01111101 125  y: 01111101 230
x: 10111010 186  y: 10111010 158
x: 11100001 225  y: 11100001 63
x: 11100100 228  y: 11100100 232
x: 00110100 52  y: 00110100 196
x: 00010110 22  y: 00010110 186
x: 11111101 253  y: 11111101 70
x: 10011010 154  y: 10011010 218
x: 01000010 66  y: 01000010 77
x: 00010000 16  y: 00010000 138
x: 11010101 213  y: 11010101 239
x: 00000111 7  y: 00000111 56
x: 00111110 62  y: 00111110 13
x: 01110011 115  y: 01110011 21
x: 01111001 121  y: 01111001 198
x: 00100111 39  y: 00100111 49
x: 00001111 15  y: 00001111 184
x: 00000010 2  y: 00000010 195
x: 10000011 131  y: 10000011 136
x: 01101010 106  y: 01101010 195
x: 11110111 247  y: 11110111 167
x: 01100110 102  y: 01100110 201
x: 11101001 233  y: 11101001 146
x: 00101000 40  y: 00101000 59
x: 00111001 57  y: 00111001 225
x: 00110000 48  y: 00110000 130
x: 10001110 142  y: 10001110 147
x: 10101001 169  y: 10101001 189
x: 01001111 79  y: 01001111 125
x: 01001110 78  y: 01001110 29
x: 00100101 37  y: 00100101 245
x: 10100000 160  y: 10100000 120
x: 01011101 93  y: 01011101 125
x: 10011100 156  y: 10011100 120
x: 01111100 124  y: 01111100 93
x: 10101010 170  y: 10101010 14
x: 11010100 212  y: 11010100 105
x: 11010101 213  y: 11010101 140
x: 01001101 77  y: 01001101 101
x: 10010001 145  y: 10010001 23
x: 10110110 182  y: 10110110 47
x: 00000100 4  y: 00000100 191
x: 00101111 47  y: 00101111 182
x: 11010111 215  y: 11010111 44
x: 00011011 27  y: 00011011 93
x: 00001101 13  y: 00001101 98
x: 00000100 4  y: 00000100 35
x: 10010000 144  y: 10010000 168
x: 01100011 99  y: 01100011 195
x: 11110001 241  y: 11110001 197
x: 10000010 130  y: 10000010 49
x: 01111101 125  y: 01111101 42
x: 00111001 57  y: 00111001 246
x: 11011110 222  y: 11011110 70
x: 00111100 60  y: 00111100 199
x: 01011110 94  y: 01011110 138
x: 01101011 107  y: 01101011 226
x: 01000011 67  y: 01000011 122
x: 01011111 95  y: 01011111 82
x: 00100000 32  y: 00100000 147
x: 00100011 35  y: 00100011 187
x: 11101010 234  y: 11101010 67
x: 11110100 244  y: 11110100 187
x: 01110001 113  y: 01110001 83
x: 10111111 191  y: 10111111 61
x: 01100111 103  y: 01100111 224
x: 10011101 157  y: 10011101 19
x: 10110010 178  y: 10110010 4
x: 11001111 207  y: 11001111 45
x: 11010111 215  y: 11010111 150
x: 01110010 114  y: 01110010 232
x: 01101000 104  y: 01101000 122
x: 10101011 171  y: 10101011 236
x: 11001010 202  y: 11001010 51
x: 11100111 231  y: 11100111 141
x: 00001010 10  y: 00001010 27
x: 00001010 10  y: 00001010 58
x: 00110001 49  y: 00110001 141
x: 11110100 244  y: 11110100 85
x: 11011000 216  y: 11011000 253
x: 11100011 227  y: 11100011 123
x: 11000101 197  y: 11000101 250
x: 10001011 139  y: 10001011 69
x: 11101000 232  y: 11101000 214
x: 00010011 19  y: 00010011 119
x: 00111100 60  y: 00111100 244
x: 00010100 20  y: 00010100 153
x: 00101010 42  y: 00101010 59
x: 10101100 172  y: 10101100 214
x: 01001110 78  y: 01001110 57
x: 00011101 29  y: 00011101 3
x: 00000111 7  y: 00000111 193
x: 01111111 127  y: 01111111 129
x: 11100110 230  y: 11100110 188
x: 01110000 112  y: 01110000 227
x: 11001001 201  y: 11001001 51
x: 00000000 0  y: 00000000 251
x: 11000011 195  y: 11000011 251
x: 00110110 54  y: 00110110 48
x: 10010001 145  y: 10010001 16
x: 10000111 135  y: 10000111 211
x: 10100000 160  y: 10100000 91
x: 10100101 165  y: 10100101 38
x: 00110000 48  y: 00110000 223
x: 10010010 146  y: 10010010 215
x: 01100000 96  y: 01100000 6
x: 10100000 160  y: 10100000 247
x: 10100101 165  y: 10100101 199
x: 10111100 188  y: 10111100 91
x: 01000111 71  y: 01000111 148
x: 11001000 200  y: 11001000 214
x: 10110100 180  y: 10110100 11
x: 00011001 25  y: 00011001 100
x: 00010011 19  y: 00010011 62
x: 10001000 136  y: 10001000 122
x: 01010000 80  y: 01010000 203
x: 01011001 89  y: 01011001 232
x: 01001010 74  y: 01001010 103
x: 11100110 230  y: 11100110 65
x: 10100001 161  y: 10100001 148
x: 10110111 183  y: 10110111 148
x: 01100000 96  y: 01100000 54
x: 10110100 180  y: 10110100 127
x: 11111111 255  y: 11111111 227
x: 10000100 132  y: 10000100 254
x: 11110010 242  y: 11110010 40
x: 10100110 166  y: 10100110 142
x: 11011011 219  y: 11011011 1
x: 11101001 233  y: 11101001 223
x: 10101111 175  y: 10101111 151
x: 10111100 188  y: 10111100 247
x: 00000100 4  y: 00000100 144
x: 10000110 134  y: 10000110 252
x: 01110110 118  y: 01110110 237
x: 11001100 204  y: 11001100 155
x: 10100111 167  y: 10100111 63
x: 00000100 4  y: 00000100 28
x: 11100011 227  y: 11100011 75
x: 01000110 70  y: 01000110 119
x: 00100110 38  y: 00100110 27
x: 00100100 36  y: 00100100 14
x: 10100110 166  y: 10100110 47
x: 00101000 40  y: 00101000 39
x: 01101101 109  y: 01101101 133
x: 01001101 77  y: 01001101 154
x: 11000101 197  y: 11000101 87
x: 10110110 182  y: 10110110 169
x: 00111011 59  y: 00111011 81
x: 11100001 225  y: 11100001 57
x: 00011001 25  y: 00011001 189
x: 10110101 181  y: 10110101 244
x: 10000011 131  y: 10000011 7
x: 01110001 113  y: 01110001 110
x: 01100000 96  y: 01100000 167
x: 01011001 89  y: 01011001 218
x: 00000110 6  y: 00000110 251
x: 00111001 57  y: 00111001 125
x: 01111010 122  y: 01111010 92
x: 01110011 115  y: 01110011 32
x: 11100101 229  y: 11100101 132
x: 01100010 98  y: 01100010 182
x: 00010010 18  y: 00010010 217
x: 00110100 52  y: 00110100 45
x: 01111000 120  y: 01111000 19
x: 01110000 112  y: 01110000 206
x: 11011111 223  y: 11011111 67
x: 10110111 183  y: 10110111 135
x: 01110100 116  y: 01110100 109
x: 01100000 96  y: 01100000 145
x: 11011111 223  y: 11011111 69
x: 00111001 57  y: 00111001 67
x: 11110011 243  y: 11110011 213
x: 00010101 21  y: 00010101 166
x: 00001011 11  y: 00001011 105
x: 11110010 242  y: 11110010 42
x: 11111000 248  y: 11111000 83
x: 00001010 10  y: 00001010 5
x: 10000111 135  y: 10000111 130
x: 00111010 58  y: 00111010 53
x: 01101101 109  y: 01101101 27
x: 11110100 244  y: 11110100 200
x: 00001011 11  y: 00001011 150
x: 00101110 46  y: 00101110 138
x: 01010110 86  y: 01010110 236
x: 01001000 72  y: 01001000 40
x: 01101001 105  y: 01101001 142
x: 00000000 0  y: 00000000 135
x: 10110001 177  y: 10110001 122
x: 10101110 174  y: 10101110 211
x: 11111110 254  y: 11111110 45
x: 11111100 252  y: 11111100 168
x: 01111010 122  y: 01111010 109
x: 01001100 76  y: 01001100 97
x: 10111011 187  y: 10111011 230
x: 00110001 49  y: 00110001 222
x: 00011101 29  y: 00011101 220
x: 00110000 48  y: 00110000 254
x: 01101110 110  y: 01101110 64
x: 00100000 32  y: 00100000 105
x: 11011000 216  y: 11011000 111
x: 10100010 162  y: 10100010 78
x: 11111010 250  y: 11111010 55
x: 10000111 135  y: 10000111 36
x: 11000011 195  y: 11000011 218
x: 11000000 192  y: 11000000 87
x: 11001111 207  y: 11001111 69
x: 00010011 19  y: 00010011 66
x: 11010010 210  y: 11010010 38
x: 11111110 254  y: 11111110 12
x: 01111111 127  y: 01111111 221
x: 11111101 253  y: 11111101 117
x: 01010001 81  y: 01010001 160
x: 11011000 216  y: 11011000 172
x: 01110000 112  y: 01110000 14
x: 00011100 28  y: 00011100 154
x: 10110110 182  y: 10110110 160
x: 10010101 149  y: 10010101 158
x: 11101001 233  y: 11101001 67
x: 00101111 47  y: 00101111 168
x: 00001010 10  y: 00001010 138
x: 10101100 172  y: 10101100 195
x: 01110101 117  y: 01110101 26
x: 00110101 53  y: 00110101 96
x: 00111010 58  y: 00111010 114
x: 11010001 209  y: 11010001 8
x: 10000010 130  y: 10000010 150
x: 00000110 6  y: 00000110 168
x: 10011010 154  y: 10011010 204
x: 01100111 103  y: 01100111 2
x: 01100000 96  y: 01100000 119
x: 00111110 62  y: 00111110 196
x: 01010110 86  y: 01010110 135
x: 01001100 76  y: 01001100 87
x: 01011101 93  y: 01011101 182
x: 00010010 18  y: 00010010 95
x: 00010010 18  y: 00010010 225
x: 00101100 44  y: 00101100 211
x: 11111011 251  y: 11111011 102
x: 11010110 214  y: 11010110 244
x: 01100100 100  y: 01100100 184
x: 11101101 237  y: 11101101 61
x: 01111001 121  y: 01111001 20
x: 00101000 40  y: 00101000 54
x: 00000011 3  y: 00000011 58
x: 00111001 57  y: 00111001 48
x: 00010101 21  y: 00010101 85
x: 00101001 41  y: 00101001 5
x: 00110110 54  y: 00110110 235
x: 00101101 45  y: 00101101 252
x: 01001110 78  y: 01001110 126
x: 10000101 133  y: 10000101 215
x: 10110101 181  y: 10110101 67
x: 11011000 216  y: 11011000 226
x: 00101010 42  y: 00101010 86
x: 01010110 86  y: 01010110 45
x: 00011000 24  y: 00011000 169
x: 11001000 200  y: 11001000 94
x: 01010100 84  y: 01010100 154
x: 00010110 22  y: 00010110 86
x: 01010101 85  y: 01010101 250
x: 00100001 33  y: 00100001 182
x: 01000101 69  y: 01000101 47
x: 11111011 251  y: 11111011 228
x: 10111011 187  y: 10111011 40
x: 11101000 232  y: 11101000 131
x: 11010111 215  y: 11010111 19
x: 00101100 44  y: 00101100 10
x: 11101110 238  y: 11101110 1
x: 10011101 157  y: 10011101 22
x: 10110000 176  y: 10110000 218
x: 11011101 221  y: 11011101 238
x: 10110011 179  y: 10110011 200
x: 11101101 237  y: 11101101 140
x: 10111111 191  y: 10111111 79
x: 01100010 98  y: 01100010 83
x: 11001001 201  y: 11001001 62
x: 00100100 36  y: 00100100 143
x: 10101110 174  y: 10101110 254
x: 01101111 111  y: 01101111 36
x: 00010001 17  y: 00010001 167
x: 10000001 129  y: 10000001 51
x: 00010111 23  y: 00010111 18
x: 00110011 51  y: 00110011 125
x: 01101111 111  y: 01101111 110
x: 01010000 80  y: 01010000 171
x: 11010001 209  y: 11010001 149
x: 10111010 186  y: 10111010 131
x: 11011011 219  y: 11011011 192
x: 01000101 69  y: 01000101 214
x: 10101001 169  y: 10101001 119
x: 00101111 47  y: 00101111 231
x: 10111100 188  y: 10111100 198
x: 00100111 39  y: 00100111 152
x: 00111101 61  y: 00111101 242
x: 10101011 171  y: 10101011 157
x: 11000000 192  y: 11000000 191
x: 10001001 137  y: 10001001 88
x: 01010110 86  y: 01010110 187
x: 01100001 97  y: 01100001 83
x: 11101111 239  y: 11101111 185
x: 10100110 166  y: 10100110 4
x: 10100010 162  y: 10100010 84
x: 01100101 101  y: 01100101 34
x: 01011110 94  y: 01011110 3
x: 00110011 51  y: 00110011 148
x: 01000000 64  y: 01000000 215
x: 01011101 93  y: 01011101 82
x: 10000100 132  y: 10000100 58
x: 00100001 33  y: 00100001 238
x: 01110011 115  y: 01110011 55
x: 01011110 94  y: 01011110 96
x: 01001110 78  y: 01001110 100
x: 01001100 76  y: 01001100 53
x: 00111010 58  y: 00111010 207
x: 10011101 157  y: 10011101 199
x: 00011110 30  y: 00011110 235
x: 00011000 24  y: 00011000 96
x: 00001100 12  y: 00001100 183
x: 10110101 181  y: 10110101 126
x: 11110101 245  y: 11110101 28
x: 10001011 139  y: 10001011 8
x: 01110110 118  y: 01110110 205
x: 01100000 96  y: 01100000 45
x: 10010110 150  y: 10010110 30
x: 11011100 220  y: 11011100 72
x: 10011001 153  y: 10011001 30
x: 10000101 133  y: 10000101 220
x: 00111110 62  y: 00111110 199
x: 01011101 93  y: 01011101 225
x: 01011111 95  y: 01011111 63
x: 10111001 185  y: 10111001 138
x: 00101000 40  y: 00101000 107
x: 00011110 30  y: 00011110 18
x: 10100101 165  y: 10100101 18
x: 10110001 177  y: 10110001 220
x: 00000011 3  y: 00000011 49
x: 10110010 178  y: 10110010 111
x: 10110111 183  y: 10110111 187
x: 11011110 222  y: 11011110 200
x: 10010001 145  y: 10010001 0
x: 01111110 126  y: 01111110 13
x: 01110001 113  y: 01110001 191
x: 11000110 198  y: 11000110 153
x: 10010010 146  y: 10010010 146
x: 01010101 85  y: 01010101 5
x: 01011100 92  y: 01011100 8
x: 00110110 54  y: 00110110 224
x: 00111011 59  y: 00111011 31
x: 00101001 41  y: 00101001 118
x: 11111011 251  y: 11111011 223
x: 10010010 146  y: 10010010 39
x: 01001101 77  y: 01001101 30
x: 01000101 69  y: 01000101 123
x: 01001000 72  y: 01001000 4
x: 10001010 138  y: 10001010 251
x: 11101100 236  y: 11101100 227
x: 10111000 184  y: 10111000 53
x: 11101010 234  y: 11101010 148
x: 01111100 124  y: 01111100 114
x: 00001001 9  y: 00001001 68
x: 01001100 76  y: 01001100 144
x: 00110001 49  y: 00110001 10
x: 00100101 37  y: 00100101 29
x: 00011100 28  y: 00011100 154
x: 10110011 179  y: 10110011 102
x: 10000000 128  y: 10000000 144
x: 11111101 253  y: 11111101 170
x: 01100001 97  y: 01100001 187
x: 11010111 215  y: 11010111 141
x: 10011101 157  y: 10011101 143
x: 10101011 171  y: 10101011 221
x: 11011010 218  y: 11011010 203
x: 00111010 58  y: 00111010 211
x: 00111011 59  y: 00111011 188
x: 11010100 212  y: 11010100 252
x: 01101000 104  y: 01101000 204
x: 00011010 26  y: 00011010 195
x: 01000010 66  y: 01000010 89
x: 11111101 253  y: 11111101 200
x: 10000101 133  y: 10000101 42
x: 01000110 70  y: 01000110 22
x: 00010101 21  y: 00010101 1
x: 00010001 17  y: 00010001 236
x: 01111001 121  y: 01111001 161
x: 00000000 0  y: 00000000 103
x: 10101001 169  y: 10101001 91
x: 01010110 86  y: 01010110 126
x: 01111101 125  y: 01111101 228
x: 10111000 184  y: 10111000 91
x: 01101011 107  y: 01101011 133
x: 00010000 16  y: 00010000 81
x: 10111001 185  y: 10111001 243
x: 01101100 108  y: 01101100 94
x: 10100000 160  y: 10100000 130
x: 10111010 186  y: 10111010 127
x: 00011000 24  y: 00011000 38
x: 11001111 207  y: 11001111 166
x: 10100110 166  y: 10100110 206
x: 00011011 27  y: 00011011 120
x: 00011010 26  y: 00011010 86
x: 11010011 211  y: 11010011 174
x: 11010001 209  y: 11010001 139
x: 11000001 193  y: 11000001 190
x: 00001011 11  y: 00001011 81
x: 01101011 107  y: 01101011 23
x: 11111111 255  y: 11111111 166
x: 11110000 240  y: 11110000 29
x: 11101010 234  y: 11101010 190
x: 10010000 144  y: 10010000 145
x: 01001111 79  y: 01001111 133
x: 10110101 181  y: 10110101 239
x: 10011111 159  y: 10011111 234
x: 01000111 71  y: 01000111 88
x: 10001110 142  y: 10001110 109
x: 10011101 157  y: 10011101 90
x: 00111010 58  y: 00111010 113
x: 10100101 165  y: 10100101 53
x: 00000000 0  y: 00000000 200
x: 00011110 30  y: 00011110 206
x: 11001111 207  y: 11001111 177
x: 00111101 61  y: 00111101 55
x: 11001110 206  y: 11001110 230
x: 10110001 177  y: 10110001 37
x: 00100010 34  y: 00100010 72
x: 11011110 222  y: 11011110 114
x: 00001011 11  y: 00001011 110
x: 10101110 174  y: 10101110 32
x: 00111111 63  y: 00111111 55
x: 00001000 8  y: 00001000 133
x: 00100000 32  y: 00100000 115
x: 00110101 53  y: 00110101 210
x: 00101001 41  y: 00101001 185
x: 00111001 57  y: 00111001 7
x: 00010101 21  y: 00010101 15
x: 00111011 59  y: 00111011 41
x: 01010001 81  y: 01010001 122
x: 10001010 138  y: 10001010 88
x: 00101010 42  y: 00101010 226
x: 11010011 211  y: 11010011 194
x: 00010010 18  y: 00010010 84
x: 11010010 210  y: 11010010 130
x: 10000001 129  y: 10000001 116
x: 10101000 168  y: 10101000 174
x: 10010001 145  y: 10010001 27
x: 01101000 104  y: 01101000 125
x: 00000000 0  y: 00000000 145
x: 01001011 75  y: 01001011 38
x: 01011010 90  y: 01011010 87
x: 01001111 79  y: 01001111 81
x: 01110111 119  y: 01110111 106
x: 00111111 63  y: 00111111 144
x: 00011001 25  y: 00011001 142
x: 01101010 106  y: 01101010 63
x: 11100110 230  y: 11100110 238
x: 11001100 204  y: 11001100 85
x: 11111000 248  y: 11111000 55
x: 00000001 1  y: 00000001 19
x: 01001000 72  y: 01001000 46
x: 01010001 81  y: 01010001 150
x: 11000111 199  y: 11000111 66
x: 00001000 8  y: 00001000 101
x: 01001100 76  y: 01001100 107
x: 10101001 169  y: 10101001 113
x: 11111110 254  y: 11111110 32
x: 00100110 38  y: 00100110 89
x: 01000001 65  y: 01000001 132
x: 10011010 154  y: 10011010 136
x: 01010110 86  y: 01010110 158
x: 01101000 104  y: 01101000 46
x: 00101001 41  y: 00101001 117
x: 11111001 249  y: 11111001 105
x: 01001111 79  y: 01001111 146
x: 11011100 220  y: 11011100 240
x: 11110101 245  y: 11110101 2
x: 10010010 146  y: 10010010 243
x: 01111101 125  y: 01111101 24
x: 11010111 215  y: 11010111 129
x: 10111011 187  y: 10111011 46
x: 01100001 97  y: 01100001 140
x: 10001001 137  y: 10001001 25
x: 10010110 150  y: 10010110 245
x: 11000010 194  y: 11000010 201
x: 11111101 253  y: 11111101 95
x: 11101100 236  y: 11101100 22
x: 00011001 25  y: 00011001 28
x: 11101110 238  y: 11101110 178
x: 01110011 115  y: 01110011 249
x: 10110010 178  y: 10110010 207
x: 01010000 80  y: 01010000 24
x: 00111111 63  y: 00111111 215
x: 10000001 129  y: 10000001 218
x: 10001110 142  y: 10001110 114
